seed,method,variant,r2,mse,ev,spearman,hr_frac,target
3,counts_pred,countsall_plus_lr,0.4876846168109816,1.7608091134633252,0.4841544862646687,0.45293040293040293,0.109375,pc_cons
3,rl,counts_only,0.015982729932848497,3.7889003401720505,-0.10571309572448939,-0.11208658404953985,0.108642578125,pc_cons
3,rl,counts_plus_lr,0.4367052457623374,1.9149918409496485,0.4366194166759535,0.4421245421245421,0.108642578125,pc_cons
3,rl,countsall_plus_lr,0.4367052457623374,1.9149918409496485,0.4366194166759535,0.4421245421245421,0.108642578125,pc_cons
3,lr_only,lr_only,0.5387254669165978,1.5649182986246772,0.538156872620076,0.5077838827838828,0.0,pc_cons
3,no_dropping,counts_only,0.06985315644378261,0.45531531041217876,-0.1174756643171615,0.19270046433622845,1.0,log_pc_cons
3,no_dropping,counts_plus_lr,0.31662692669994674,0.28257113330462114,0.2904699712579445,0.44001831501831495,1.0,log_pc_cons
3,no_dropping,countsall_plus_lr,0.31662692669994674,0.28257113330462114,0.2904699712579445,0.44001831501831495,1.0,log_pc_cons
3,fixed_center,counts_only,0.0007629102778300183,0.4789130217019929,-0.10583321683337799,0.0759890278207025,0.109375,log_pc_cons
3,fixed_center,counts_plus_lr,0.38908117557704514,0.2477413861984438,0.38879943774040415,0.4832417582417582,0.109375,log_pc_cons
3,fixed_center,countsall_plus_lr,0.38908117557704514,0.2477413861984438,0.38879943774040415,0.4832417582417582,0.109375,log_pc_cons
3,random,counts_only,0.0010927200775628881,0.48536347285752834,-0.1601249236073543,0.048254673778883705,0.109375,log_pc_cons
3,random,counts_plus_lr,0.3914861349525007,0.2467894744234905,0.3906255750614339,0.48859890109890103,0.109375,log_pc_cons
3,random,countsall_plus_lr,0.3914861349525007,0.2467894744234905,0.3906255750614339,0.48859890109890103,0.109375,log_pc_cons
3,stochastic,counts_only,0.0005960194862221262,0.4799514900748509,-0.0978718174927169,0.06588220535767753,0.109375,log_pc_cons
3,stochastic,counts_plus_lr,0.3672038242119988,0.2562795317958686,0.3672015685469864,0.47074175824175823,0.109375,log_pc_cons
3,stochastic,countsall_plus_lr,0.3672038242119988,0.2562795317958686,0.3672015685469864,0.47074175824175823,0.109375,log_pc_cons
3,green_tiles,counts_only,0.001288610721912773,0.49277443755451944,-0.21553428365563887,-0.05131921927360082,0.109375,log_pc_cons
3,green_tiles,counts_plus_lr,0.3750019820917554,0.25130575033790714,0.3749799255128933,0.46689560439560435,0.109375,log_pc_cons
3,green_tiles,countsall_plus_lr,0.3750019820917554,0.25130575033790714,0.3749799255128933,0.46689560439560435,0.109375,log_pc_cons
3,counts_pred,counts_only,0.0004991817720145624,0.49507718644841925,-0.22071112798809778,-0.005252121398219582,0.109375,log_pc_cons
3,counts_pred,counts_plus_lr,0.40016799485646287,0.2425019062399082,0.3983016344576279,0.47293956043956037,0.109375,log_pc_cons
3,counts_pred,countsall_plus_lr,0.40016799485646287,0.2425019062399082,0.3983016344576279,0.47293956043956037,0.109375,log_pc_cons
3,rl,counts_only,0.003092375075729993,0.49989733837095296,-0.22976619540213683,-0.038281135393834216,0.108642578125,log_pc_cons
3,rl,counts_plus_lr,0.35171869780278403,0.2600816069319987,0.34925854147180513,0.45833333333333326,0.108642578125,log_pc_cons
3,rl,countsall_plus_lr,0.35171869780278403,0.2600816069319987,0.34925854147180513,0.45833333333333326,0.108642578125,log_pc_cons
3,lr_only,lr_only,0.38845629702549095,0.24530855322160855,0.38490426342833206,0.5061813186813185,0.0,log_pc_cons
3,rl_matched,counts_only,0.050545134213064814,3.8118840795279803,-0.12502749586147233,0.3127502216418396,0.108642578125,pc_cons
3,rl_matched,counts_plus_lr,0.30911590878835515,2.4820650741910306,0.26741418139004935,0.4567765567765567,0.108642578125,pc_cons
3,rl_matched,countsall_plus_lr,0.30911590878835515,2.4820650741910306,0.26741418139004935,0.4567765567765567,0.108642578125,pc_cons
3,rl_matched,counts_only,0.04309374651414358,0.43752248892663714,-0.09942188638450644,0.22579052187967644,0.108642578125,log_pc_cons
3,rl_matched,counts_plus_lr,0.3756427327704099,0.25335089122061305,0.3641650058214294,0.48681318681318675,0.108642578125,log_pc_cons
3,rl_matched,countsall_plus_lr,0.3756427327704099,0.25335089122061305,0.3641650058214294,0.48681318681318675,0.108642578125,log_pc_cons
4,no_dropping,counts_only,0.030980445292318068,5.028591691291021,-0.7539127663997625,0.18487222462256533,1.0,pc_cons
4,no_dropping,counts_plus_lr,0.2925347769501509,2.237222354490718,0.2130062795170481,0.633653846153846,1.0,pc_cons
4,no_dropping,countsall_plus_lr,0.2925347769501509,2.237222354490718,0.2130062795170481,0.633653846153846,1.0,pc_cons
4,fixed_center,counts_only,0.019515318265649034,3.171398954690057,-0.061449342466380896,0.12703857920896083,0.15625,pc_cons
4,fixed_center,counts_plus_lr,0.2849895092547713,2.1428213029350776,0.2498562346858767,0.6725274725274725,0.15625,pc_cons
4,fixed_center,countsall_plus_lr,0.2849895092547713,2.1428213029350776,0.2498562346858767,0.6725274725274725,0.15625,pc_cons
4,random,counts_only,0.011826968835431226,3.517472210017247,-0.18840447178279907,0.029081407564014335,0.15625,pc_cons
4,random,counts_plus_lr,0.28712082634165675,2.168314991356172,0.23850876681565536,0.6729395604395604,0.15625,pc_cons
4,random,countsall_plus_lr,0.28712082634165675,2.168314991356172,0.23850876681565536,0.6729395604395604,0.15625,pc_cons
4,stochastic,counts_only,0.006866192799602784,3.2048291377055462,-0.03530229834151033,-0.09969972969116106,0.15625,pc_cons
4,stochastic,counts_plus_lr,0.2842787714500773,2.1496810750927193,0.2478542527931199,0.6863095238095238,0.15625,pc_cons
4,stochastic,countsall_plus_lr,0.2842787714500773,2.1496810750927193,0.2478542527931199,0.6863095238095238,0.15625,pc_cons
4,green_tiles,counts_only,0.01307312378295238,3.4703021632817537,-0.16916533150047197,-0.00022931866813105398,0.15625,pc_cons
4,green_tiles,counts_plus_lr,0.32098277937024583,2.0184739773720195,0.29316036284603353,0.6861263736263735,0.15625,pc_cons
4,green_tiles,countsall_plus_lr,0.32098277937024583,2.0184739773720195,0.29316036284603353,0.6861263736263735,0.15625,pc_cons
4,counts_pred,counts_only,0.001039767399779441,3.441190455271051,-0.1483453515605313,-0.011160899397631086,0.15625,pc_cons
4,counts_pred,counts_plus_lr,0.2877662797870818,2.183093131813023,0.23386393548163886,0.6879578754578753,0.15625,pc_cons
4,counts_pred,countsall_plus_lr,0.2877662797870818,2.183093131813023,0.23386393548163886,0.6879578754578753,0.15625,pc_cons
